,GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,RushDirection,Time Left
26764,2020122008,2020-12-20,2,5,52,MIN,CHI,4,1,34,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,352.0
26767,2020122008,2020-12-20,2,6,14,MIN,CHI,2,8,27,0,UNDER CENTER,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,374.0
26768,2020122008,2020-12-20,2,6,46,MIN,CHI,1,10,25,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,406.0
26771,2020122008,2020-12-20,2,6,50,CHI,MIN,3,1,99,1,SHOTGUN,RUSH,1,0,0,1,,0,0,0,0,0,LEFT GUARD,410.0
26774,2020122008,2020-12-20,2,10,16,CHI,MIN,2,10,84,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,616.0
26775,2020122008,2020-12-20,2,10,21,CHI,MIN,1,10,84,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,621.0
26776,2020122008,2020-12-20,2,10,49,CHI,MIN,3,1,83,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,649.0
26777,2020122008,2020-12-20,2,11,17,CHI,MIN,2,1,83,0,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,677.0
26778,2020122008,2020-12-20,2,11,44,CHI,MIN,1,10,74,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,704.0
26779,2020122008,2020-12-20,2,13,43,CHI,MIN,1,10,40,16,NO HUDDLE,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,823.0
26780,2020122008,2020-12-20,2,14,5,CHI,MIN,1,10,24,16,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,845.0
26782,2020122008,2020-12-20,2,14,54,MIN,CHI,3,4,46,-7,SHOTGUN,PASS,0,0,0,0,,1,0,1,0,0,,894.0
26783,2020122008,2020-12-20,2,15,0,MIN,CHI,2,4,46,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,900.0
26785,2020122008,2020-12-20,1,0,8,MIN,CHI,1,10,40,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,908.0
26786,2020122008,2020-12-20,1,0,41,MIN,CHI,2,1,34,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,941.0
26787,2020122008,2020-12-20,1,1,16,MIN,CHI,1,10,25,9,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,976.0
26792,2020122008,2020-12-20,1,4,49,MIN,CHI,3,3,97,3,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,0,0,,1189.0
26793,2020122008,2020-12-20,1,5,25,MIN,CHI,2,3,97,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1225.0
26794,2020122008,2020-12-20,1,5,56,MIN,CHI,1,10,90,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1256.0
26795,2020122008,2020-12-20,1,6,34,MIN,CHI,1,10,67,23,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,0,0,,1294.0
26796,2020122008,2020-12-20,1,7,9,MIN,CHI,1,10,54,13,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1329.0
26797,2020122008,2020-12-20,1,7,49,MIN,CHI,3,2,33,21,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1369.0
26798,2020122008,2020-12-20,1,8,29,MIN,CHI,2,2,33,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1409.0
26799,2020122008,2020-12-20,1,9,1,MIN,CHI,1,10,25,8,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1441.0
26802,2020122008,2020-12-20,1,9,7,CHI,MIN,1,8,92,8,UNDER CENTER,PASS,0,1,0,1,SHORT LEFT,0,0,0,0,0,,1447.0
26803,2020122008,2020-12-20,1,9,22,CHI,MIN,3,3,68,24,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,0,0,,1462.0
26804,2020122008,2020-12-20,1,9,50,CHI,MIN,2,7,64,4,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1490.0
26805,2020122010,2020-12-20,4,15,0,WAS,SEA,2,7,87,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,900.0
26807,2020122010,2020-12-20,3,0,17,WAS,SEA,1,10,84,3,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,917.0
26808,2020122010,2020-12-20,3,3,18,WAS,SEA,1,10,32,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1098.0
26809,2020122010,2020-12-20,3,3,43,WAS,SEA,3,6,8,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,1,0,,1123.0
26810,2020122010,2020-12-20,3,4,27,WAS,SEA,2,6,8,0,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1167.0
26811,2020122010,2020-12-20,3,5,4,WAS,SEA,1,10,4,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1204.0
26813,2020122010,2020-12-20,3,5,59,SEA,WAS,3,15,37,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1259.0
26814,2020122010,2020-12-20,3,6,2,SEA,WAS,2,15,37,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,1262.0
26815,2020122008,2020-12-20,1,10,25,CHI,MIN,1,10,61,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1525.0
26816,2020122008,2020-12-20,1,11,8,CHI,MIN,1,10,42,19,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1568.0
26818,2020122008,2020-12-20,1,11,57,MIN,CHI,3,16,6,10,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,1617.0
26819,2020122008,2020-12-20,1,12,37,MIN,CHI,2,16,6,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1657.0
26820,2020122008,2020-12-20,1,13,11,MIN,CHI,1,10,12,-6,UNDER CENTER,PASS,0,0,0,0,,1,0,0,0,0,,1691.0
26821,2020122008,2020-12-20,1,13,56,CHI,MIN,3,1,48,-4,SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,1736.0
26822,2020122007,2020-12-20,4,1,8,MIA,NE,1,10,32,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,68.0
26823,2020122007,2020-12-20,4,1,16,NE,MIA,4,3,77,-9,SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,76.0
26825,2020122007,2020-12-20,4,1,32,NE,MIA,3,15,65,12,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,92.0
26826,2020122007,2020-12-20,4,2,0,NE,MIA,2,17,63,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,1,0,0,,120.0
26827,2020122007,2020-12-20,4,2,16,NE,MIA,1,10,70,-7,NO HUDDLE SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,136.0
26829,2020122007,2020-12-20,1,9,23,NE,MIA,3,9,61,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1463.0
26830,2020122007,2020-12-20,1,10,5,NE,MIA,2,10,60,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1505.0
26831,2020122007,2020-12-20,1,10,9,NE,MIA,1,10,60,0,NO HUDDLE,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1509.0
26832,2020122007,2020-12-20,1,10,40,NE,MIA,2,4,44,16,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1540.0
26833,2020122007,2020-12-20,1,10,58,NE,MIA,1,10,38,6,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1558.0
26834,2020122007,2020-12-20,1,11,23,NE,MIA,1,10,27,11,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1583.0
26836,2020122007,2020-12-20,1,12,12,MIA,NE,3,4,28,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1632.0
26837,2020122007,2020-12-20,1,12,55,MIA,NE,2,9,23,5,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1675.0
26838,2020122007,2020-12-20,1,13,23,MIA,NE,1,10,22,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1703.0
26840,2020122007,2020-12-20,1,14,12,NE,MIA,3,11,24,-2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1752.0
26841,2020122007,2020-12-20,1,14,57,NE,MIA,2,10,25,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1797.0
26842,2020122007,2020-12-20,1,15,0,NE,MIA,1,10,25,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1800.0
26848,2020122006,2020-12-20,4,1,44,BAL,JAX,1,10,25,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,104.0
26851,2020122006,2020-12-20,4,1,49,JAX,BAL,1,10,87,13,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,1,0,,109.0
26852,2020122006,2020-12-20,4,1,55,JAX,BAL,3,1,83,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,115.0
26853,2020122006,2020-12-20,4,2,0,JAX,BAL,2,1,83,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,120.0
26855,2020122006,2020-12-20,4,2,26,JAX,BAL,1,10,74,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,146.0
26856,2020122006,2020-12-20,4,3,9,JAX,BAL,1,10,57,17,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,189.0
26857,2020122006,2020-12-20,4,3,20,JAX,BAL,2,2,42,44,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,1,0,1,0,,200.0
26858,2020122006,2020-12-20,4,3,56,JAX,BAL,1,10,34,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,236.0
26859,2020122006,2020-12-20,4,4,2,BAL,JAX,4,20,66,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,0,0,,242.0
26861,2020122006,2020-12-20,4,4,50,BAL,JAX,3,28,58,8,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,290.0
26863,2020122006,2020-12-20,4,5,9,BAL,JAX,2,14,72,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,309.0
26865,2020122006,2020-12-20,4,5,52,BAL,JAX,1,10,76,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,352.0
26866,2020122006,2020-12-20,4,6,32,BAL,JAX,3,5,57,19,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,392.0
26867,2020122006,2020-12-20,4,7,18,BAL,JAX,2,11,51,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,438.0
26868,2020122006,2020-12-20,4,7,59,BAL,JAX,1,10,52,-1,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,479.0
26869,2020122006,2020-12-20,4,9,46,JAX,BAL,1,10,25,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,586.0
26872,2020122006,2020-12-20,4,9,50,BAL,JAX,1,3,97,3,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,0,0,,590.0
26873,2020122006,2020-12-20,4,10,33,BAL,JAX,3,1,95,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,633.0
26874,2020122006,2020-12-20,4,13,45,BAL,JAX,1,10,30,44,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,0,0,,825.0
26875,2020122006,2020-12-20,4,14,24,BAL,JAX,3,7,17,-5,SHOTGUN,PASS,0,0,0,0,,1,0,1,0,0,,864.0
26876,2020122006,2020-12-20,4,15,0,BAL,JAX,2,6,18,-1,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,900.0
26878,2020122006,2020-12-20,3,0,36,BAL,JAX,1,10,14,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,936.0
26879,2020122006,2020-12-20,3,0,42,JAX,BAL,3,13,87,-4,SHOTGUN,PASS,0,0,0,0,,1,0,1,0,0,,942.0
26880,2020122006,2020-12-20,3,0,46,JAX,BAL,2,13,87,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,946.0
26881,2020122006,2020-12-20,3,2,15,JAX,BAL,2,8,62,28,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,0,0,,1035.0
26882,2020122006,2020-12-20,3,2,59,JAX,BAL,1,10,60,2,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1079.0
26883,2020122006,2020-12-20,3,3,41,JAX,BAL,1,10,49,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1121.0
26884,2020122006,2020-12-20,3,3,59,JAX,BAL,2,8,27,22,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,1,0,,1139.0
26885,2020122006,2020-12-20,3,4,35,JAX,BAL,1,10,25,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1175.0
26888,2020122006,2020-12-20,3,4,40,BAL,JAX,1,5,95,5,SHOTGUN,RUSH,1,0,0,1,,0,0,0,0,0,LEFT END,1180.0
26889,2020122006,2020-12-20,3,5,27,BAL,JAX,2,10,61,34,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,0,0,,1227.0
26890,2020122006,2020-12-20,3,8,8,BAL,JAX,4,1,34,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1388.0
26891,2020122006,2020-12-20,3,8,24,BAL,JAX,3,7,28,7,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1404.0
26892,2020122006,2020-12-20,3,9,5,BAL,JAX,2,10,25,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1445.0
26893,2020122006,2020-12-20,3,9,9,BAL,JAX,1,10,25,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,1449.0
26896,2020122006,2020-12-20,3,9,15,JAX,BAL,3,4,83,17,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,0,0,,1455.0
26897,2020122006,2020-12-20,3,13,39,JAX,BAL,2,10,36,21,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1719.0
26898,2020122006,2020-12-20,3,14,21,JAX,BAL,1,10,36,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1761.0
26899,2020122006,2020-12-20,3,15,0,JAX,BAL,1,10,25,11,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1800.0
26903,2020122006,2020-12-20,2,0,8,BAL,JAX,2,4,56,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,1,0,,8.0
26904,2020122006,2020-12-20,2,0,26,BAL,JAX,1,10,100,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,26.0
26907,2020122006,2020-12-20,2,0,41,JAX,BAL,3,23,24,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,41.0
26909,2020122006,2020-12-20,2,0,47,JAX,BAL,2,18,29,-5,SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,47.0
26911,2020122006,2020-12-20,2,0,55,JAX,BAL,1,10,37,-8,NO HUDDLE SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,55.0
26912,2020122006,2020-12-20,2,1,20,JAX,BAL,1,10,25,12,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,80.0
26916,2020122006,2020-12-20,2,1,29,BAL,JAX,3,8,89,11,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,0,0,,89.0
26918,2020122006,2020-12-20,2,5,16,JAX,BAL,1,10,52,2,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,316.0
26919,2020122006,2020-12-20,2,5,57,JAX,BAL,3,1,100,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,357.0
26920,2020122006,2020-12-20,2,6,29,JAX,BAL,2,11,40,10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,389.0
26921,2020122006,2020-12-20,2,7,5,JAX,BAL,1,10,41,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,425.0
26922,2020122006,2020-12-20,2,7,38,JAX,BAL,1,10,29,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,458.0
26925,2020122006,2020-12-20,2,7,52,BAL,JAX,3,5,73,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,472.0
26926,2020122006,2020-12-20,2,8,37,BAL,JAX,2,5,73,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,517.0
26927,2020122006,2020-12-20,2,9,15,BAL,JAX,1,10,68,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,555.0
26928,2020122006,2020-12-20,2,9,21,BAL,JAX,3,10,32,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,1,0,,561.0
26929,2020122006,2020-12-20,2,9,57,BAL,JAX,2,7,35,-3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,597.0
26932,2020122006,2020-12-20,2,10,54,JAX,BAL,3,12,34,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,654.0
26933,2020122006,2020-12-20,2,11,39,JAX,BAL,2,10,36,-2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,699.0
26934,2020122006,2020-12-20,2,12,15,JAX,BAL,1,10,36,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,735.0
26935,2020122006,2020-12-20,2,12,54,JAX,BAL,3,7,28,8,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,774.0
26937,2020122006,2020-12-20,2,14,14,JAX,BAL,1,10,25,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,854.0
26940,2020122006,2020-12-20,2,14,18,BAL,JAX,2,2,98,2,SHOTGUN,RUSH,1,0,0,1,,0,0,0,0,0,LEFT END,858.0
26941,2020122006,2020-12-20,2,15,0,BAL,JAX,1,7,93,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,900.0
26943,2020122006,2020-12-20,1,0,37,BAL,JAX,3,1,87,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,1,0,0,CENTER,937.0
26944,2020122006,2020-12-20,1,1,16,BAL,JAX,2,10,78,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,976.0
26945,2020122006,2020-12-20,1,1,26,BAL,JAX,1,10,78,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,986.0
26946,2020122006,2020-12-20,1,1,50,BAL,JAX,1,10,51,27,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,0,0,,1010.0
26947,2020122006,2020-12-20,1,1,55,JAX,BAL,4,5,53,-4,SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,1015.0
26948,2020122006,2020-12-20,1,2,35,JAX,BAL,3,4,54,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1055.0
26949,2020122006,2020-12-20,1,3,10,JAX,BAL,2,10,48,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1090.0
26951,2020122006,2020-12-20,1,4,26,JAX,BAL,2,2,45,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1166.0
26952,2020122006,2020-12-20,1,5,2,JAX,BAL,1,10,37,8,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1202.0
26954,2020122006,2020-12-20,1,5,55,JAX,BAL,2,8,27,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,1255.0
26955,2020122006,2020-12-20,1,6,35,JAX,BAL,1,10,25,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1295.0
26958,2020122006,2020-12-20,1,6,43,BAL,JAX,1,4,96,4,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,0,0,,1303.0
26959,2020122006,2020-12-20,1,7,23,BAL,JAX,1,10,68,28,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1343.0
26960,2020122006,2020-12-20,1,8,4,BAL,JAX,2,8,100,18,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,0,0,,1384.0
26961,2020122006,2020-12-20,1,8,42,BAL,JAX,1,10,48,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1422.0
26962,2020122006,2020-12-20,1,9,30,BAL,JAX,3,2,40,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,1470.0
26963,2020122006,2020-12-20,1,10,9,BAL,JAX,2,3,39,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1509.0
26964,2020122006,2020-12-20,1,10,51,BAL,JAX,1,10,32,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1551.0
26966,2020122006,2020-12-20,1,11,1,JAX,BAL,2,8,3,-3,UNDER CENTER,PASS,0,0,0,0,,1,0,0,0,0,,1561.0
26967,2020122006,2020-12-20,1,11,42,JAX,BAL,1,10,1,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,1602.0
26968,2020122006,2020-12-20,1,11,55,BAL,JAX,1,10,64,28,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,1,0,1,0,,1615.0
26969,2020122006,2020-12-20,1,12,28,BAL,JAX,3,3,53,11,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,1648.0
26970,2020122006,2020-12-20,1,13,6,BAL,JAX,2,7,49,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,1686.0
26971,2020122006,2020-12-20,1,13,39,BAL,JAX,1,10,46,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,1719.0
26972,2020122006,2020-12-20,1,14,17,BAL,JAX,1,10,36,10,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1757.0
26973,2020122006,2020-12-20,1,15,0,BAL,JAX,1,10,25,11,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1800.0
26978,2020122005,2020-12-20,4,1,12,TB,ATL,3,2,89,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,72.0
26979,2020122005,2020-12-20,4,1,58,TB,ATL,2,8,83,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,118.0
26981,2020122005,2020-12-20,4,2,2,TB,ATL,1,10,81,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,122.0
26982,2020122005,2020-12-20,4,2,10,ATL,TB,4,16,6,13,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,130.0
26983,2020122005,2020-12-20,4,2,40,ATL,TB,2,10,12,-6,SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,160.0
26984,2020122005,2020-12-20,4,2,44,ATL,TB,1,10,12,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,164.0
26986,2020122009,2020-12-20,2,10,16,NYG,CLE,2,10,37,12,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,616.0
26987,2020122009,2020-12-20,2,10,56,NYG,CLE,1,10,37,0,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,656.0
26988,2020122009,2020-12-20,2,11,44,NYG,CLE,2,2,35,2,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,704.0
26989,2020122009,2020-12-20,2,12,23,NYG,CLE,1,10,27,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,743.0
26992,2020122009,2020-12-20,2,12,36,CLE,NYG,3,2,98,2,UNDER CENTER,PASS,0,1,0,1,SHORT LEFT,0,0,0,0,0,,756.0
26995,2020122009,2020-12-20,2,14,21,CLE,NYG,3,1,93,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,861.0
26996,2020122009,2020-12-20,2,14,55,CLE,NYG,2,10,84,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,895.0
26997,2020122009,2020-12-20,2,15,0,CLE,NYG,1,10,84,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,900.0
26999,2020122009,2020-12-20,1,0,29,CLE,NYG,2,9,62,22,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,0,0,,929.0
27000,2020122009,2020-12-20,1,1,8,CLE,NYG,1,10,61,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,968.0
27001,2020122009,2020-12-20,1,1,47,CLE,NYG,1,10,51,10,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1007.0
27002,2020122009,2020-12-20,1,2,24,CLE,NYG,2,12,34,17,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1044.0
27003,2020122009,2020-12-20,1,3,3,CLE,NYG,1,10,36,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,1083.0
27005,2020122009,2020-12-20,1,4,22,NYG,CLE,3,11,81,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,1162.0
27006,2020122009,2020-12-20,1,4,29,NYG,CLE,2,11,81,0,NO HUDDLE,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,1169.0
